,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS
230,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,ClC(Cl)Cl,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@@H](C(C)C)C1(=O)~ClC(Cl)(Cl)~O1,-3.2291479883578558
231,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,ClCCl,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@@H](C(C)C)C1(=O)~ClC(Cl)~O1,-3.0589857562944305
232,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,C1CCOC1,CCCCC1=NC2(CCCC2)C2(=O)~O3CCCC3~N12Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-2.896538377905295
233,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ClC(Cl)Cl,CCCCC1=NC2(CCCC2)C2(=O)~ClC(Cl)(Cl)~N12Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-2.9226320947158433
234,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCCCO,CCCCCC1~O=C2C(CCCC)C(=O)(~O1)N(c1ccccc1)N2c1ccccc1,-2.404503778174426
235,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCCO,CCCCC1C2=O~C(CCCC)O~C1(=O)N(c1ccccc1)N2c1ccccc1,-2.3851027839668655
236,CCCCCCCCCCCC(=O)O,CC(C)CCO,CCCCCCCCCCCC1(=O)~OC(CC(C)C)~O1,-1.0893755951107988
237,CCCCCCCCCCCC(=O)O,CC(C)CO,CCCCCCCCCCCC1(=O)~OC(C(C)C)~O1,-1.1811145854059901
238,CCCCCCCCCCCC(=O)O,CCCCCC,CCCCCCCCCCCC1(=O)~CCC(CCC)~O1,-1.5346171485515816
239,CCCCCCCCCCCC(=O)O,CCCCCCO,CCCCCCCCCCCC1(=O)~OC(CCCCC)~O1,-1.0824944904474534
240,CCCCCCCCCCCC(=O)O,CCCCCO,CCCCCCCCCCCC1(=O)~OC(CCCC)~O1,-1.1295960947209729
241,CCCCCCCCCCCC(=O)O,ClC=C(Cl)Cl,CCCCCCCCCCCC1(=O)~ClC=C(Cl)(Cl)~O1,-0.8428455600937185
242,CCCCCCCCCCCCCCCC(=O)O,CCCCCC,CCCCCCCCCCCCCCCC1(=O)~CCC(CCC)~O1,-1.812479279163537
243,CCCCCCCCCCCCCCCC(=O)O,ClC=C(Cl)Cl,CCCCCCCCCCCCCCCC1(=O)~ClC=C(Cl)(Cl)~O1,-1.0883098412461387
244,CCCCCCCCCCCCCCCCCC(=O)O,ClC=C(Cl)Cl,CCCCCCCCCCCCCCCCCC1(=O)~ClC=C(Cl)(Cl)~O1,-1.6382721639824072
245,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,C1CCCCC1,CCCCCCCCN1C=CN(C)(~C2(~[N+](=O)([O-])O)CCCCC2)C1,-3.11069829749369
246,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCC,CCCCCCCCN1C=CN(C)(~C(CC)CC~[N+](=O)([O-])O)C1,-3.1630432629404495
247,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCC,CCCCCCCCN1C=CN(C)(~C(CCC)CC~[N+](=O)([O-])O)C1,-3.1655792963184672
248,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCC,CCCCCCCCN1C=CN(C)(~C(CCC)CCC~[N+](=O)([O-])O)C1,-3.465973893943865
249,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCCC,CCCCCCCCN1C=CN(C)(~C(CCCC)CCC~[N+](=O)([O-])O)C1,-3.449771646944906
250,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1cccc(C)c1,CCCCCCCCN1C=CN(C)(~Cc2cc(C)cc(~[N+](=O)([O-])O)c2)C1,-2.2793446434482756
251,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1ccccc1C,CCCCCCCCN1C=CN(C)(~Cc2cc(~[N+](=O)([O-])O)ccc2C)C1,-2.3012037482095686
252,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,C1CCCCC1,CCCCCCN1C=CN(C)(~C2(~[N+](=O)([O-])O)CCCCC2)C1,-3.517126416391246
253,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCC,CCCCCCN1C=CN(C)(~C(CC)CC~[N+](=O)([O-])O)C1,-3.4449055514216806
254,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCC,CCCCCCN1C=CN(C)(~C(CCC)CC~[N+](=O)([O-])O)C1,-3.51427857351842
255,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCC,CCCCCCN1C=CN(C)(~C(CCC)CCC~[N+](=O)([O-])O)C1,-3.571865205971211
256,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCCC,CCCCCCN1C=CN(C)(~C(CCCC)CCC~[N+](=O)([O-])O)C1,-3.692503962086787
257,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1cccc(C)c1,CCCCCCN1C=CN(C)(~Cc2cc(C)cc(~[N+](=O)([O-])O)c2)C1,-2.6212388246836267
258,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1ccccc1C,CCCCCCN1C=CN(C)(~Cc2cc(~[N+](=O)([O-])O)ccc2C)C1,-2.8754957751657177
259,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CC(C)(C)O,CCCCCO1~C(C)(C)(C)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-2.1079053973095196
260,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CC(C)CCO,CCCCCO1~C(CC(C)C)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-2.5686362358410126
261,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CC(C)CO,CCCCCO1~C(C(C)C)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-2.9208187539523753
262,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCC(C)O,CCCCCO1~C(C)(CC)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-3.0
263,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCCCCCO,CCCCCCCC1~O(CCCCC)C(=O)(Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)~O1,-2.657577319177794
264,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCCCCO,CCCCCCC1~O(CCCCC)C(=O)(Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)~O1,-2.744727494896694
265,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCCCO,CCCCCC1~O(CCCCC)C(=O)(Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)~O1,-2.744727494896694
266,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCCO,CCCCCO1~C(CCCC)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-2.6989700043360187
267,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,OCCO,CCCCCO1~C(CO)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-2.0
268,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCCO,CCCCCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.4533339749298158
269,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCO,CCCCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.4723700991286615
270,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCO,CCCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.6779875614175994
271,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCO,CCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.6675615400843946
272,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCOC(C)=O,CCCCCO1~C(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)O~C1(C)=O,-2.3244966152720434
273,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCOC(C)=O,CCCCN(CCCC)CC1(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O(CCCC)C(C)(=O)~O1,-2.3732491463166068
274,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCOC(C)=O,CCCCN(CCCC)CC1(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O(CCC)C(C)(=O)~O1,-2.5520671344078196
275,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,COC(C)=O,CCCCN(CCCC)CC1(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O(C)C(C)(=O)~O1,-3.182963773949971
276,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,OCCO,CCCCS(=O)(=O)N[C@H]1Cc2ccc(cc2)O(CCCCC2CCNCC2)~C(CO)O~C1(=O)O,-4.327902142064283
277,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCCCCO,CCCCc1nc(Cl)c(CO~C(CCCC)O~[K+])n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,-1.3503731131594705
278,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CC(C)CO,CCCN(CCC)S(=O)(=O)c1ccc(C2(=O)~OC(C(C)C)~O2)cc1,-2.4405722002405104
279,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCCO,CCCCC1~OC(=O)(c2ccc(S(=O)(=O)N(CCC)CCC)cc2)~O1,-2.0559123205845657
280,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCOC(C)=O,CCCCO1~C(=O)(c2ccc(S(=O)(=O)N(CCC)CCC)cc2)O~C1(C)=O,-2.5111673656175997
281,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,COC(C)(C)C,CCCN(CCC)S(=O)(=O)c1ccc(C2(=O)~O(C)C(C)(C)(C)~O2)cc1,-2.3361107013773386
282,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,COC(C)=O,CCCN(CCC)S(=O)(=O)c1ccc(C2(=O)~O(C)C(C)(=O)~O2)cc1,-2.348237552619889
283,CCCOC(=O)c1ccc(O)cc1,CC(C)CO,CCCOC1(=O)~OC(C(C)C)~Oc2ccc1cc2,-0.996970529446382
284,CCCOC(=O)c1ccc(O)cc1,CCCCOC(C)=O,CCCCO1~C(=O)(OCCC)c2ccc(cc2)O~C1(C)=O,-0.8452717925598444
285,CCCOC(=O)c1ccc(O)cc1,COC(C)=O,CCCOC1(=O)~O(C)C(C)(=O)~Oc2ccc1cc2,-0.9132843360551175
286,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CC(C)CO,CCCSc12~OC(C(C)C)~OCCO[C@H]3C[C@H]([C@H](O)[C@@H]3O)n3nnc(c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)n1)c3n2,-2.8288588489716178
287,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCC(C)=O,CCCSc12~O=C(C)(CC)~OCCO[C@H]3C[C@H]([C@H](O)[C@@H]3O)n3nnc(c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)n1)c3n2,-1.6613443344212997
288,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCCCCCCO,CCCCCCCC1~OCCO[C@H]2C[C@H]([C@H](O)[C@@H]2O)n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC)(~O1)nc32,-2.6779875614175994
289,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,O=C1CCCCC1,CCCSc12~O=C3(~OCCO[C@H]4C[C@H]([C@H](O)[C@@H]4O)n4nnc(c(N[C@@H]5C[C@H]5c5ccc(F)c(F)c5)n1)c4n2)CCCCC3,-1.5770820192323376
290,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CS(C)=O,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@@H]3OP(=O)(O)(O)~O=S(C)(C)~O[C@@H]2[C@@H]3O)[C@H](C)Cl)N(C)C1,-3.374687549038326
291,CCCc1cc(=O)[nH]c(=S)[nH]1,CN1CCCC1=O,CCCc1cc2(=O)~N3(C)CCCC3(=O)~[nH]1c(=S)[nH]2,-1.0760310351245288
292,CCCc1cc(=O)[nH]c(=S)[nH]1,CS(C)=O,CCCc1cc2(=O)~O=S(C)(C)~[nH]1c(=S)[nH]2,-0.7772835288524167
293,CCCc1cc(=O)[nH]c(=S)[nH]1,OCCO,CCCc1cc2(=O)~OC(CO)~[nH]1c(=S)[nH]2,-2.138824164486971
294,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC(C)CO,CCCc1ncc(C(~OC(~[Cl-])C(C)C)[n+]2ccccc2C)c(N)n1.Cl,-5.031517051446065
295,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCCCCCCCO,CCCCCCCC(~[Cl-])O~C(c1cnc(CCC)nc1N)[n+]1ccccc1C.Cl,-5.698970004336019
296,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],O=C1CCCCC1,CCCc1ncc(C(~O=C2(~[Cl-])CCCCC2)[n+]2ccccc2C)c(N)n1.Cl,-3.932557157223619
297,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,C1CCOC1,CCN(CC)CCCC(C)N(c1ccnc2cc(Cl)ccc12)~C1CCCO1~P(=O)(O)(O)O.O=P(O)(O)O,-4.504455662453552
298,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,CC(O)CO,CCN(CC)CCNC1(=O)~OCC(C)(O)~O(C)c2cc(N)c(Cl)cc21.Cl,-1.3413209714175511
299,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,CCOCCOCCO,CCOCC1~O(C)c2cc(N)c(Cl)cc2C(=O)(NCCN(CC)CC)~OCCO1.Cl,-1.317223353685566
300,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,OCCO,CCN(CC)CCNC1(=O)~OC(CO)~O(C)c2cc(N)c(Cl)cc21.Cl,-0.8698914796390635
301,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,C1CCOC1,CCN1CCCC1CNC1(=O)~O2CCCC2~O(C)c2ccc(S(N)(=O)=O)cc21,-2.963371104637839
302,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CN1CCCC1=O,CCN1CCCC1CNC1(=O)~N2(C)CCCC2(=O)~O(C)c2ccc(S(N)(=O)=O)cc21,-1.0915686010339936
303,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C(=O)[O-])n3C2CC2)CC1.[Na+],ClCCl,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C([O-])=O~C(Cl)Cl~[Na+])n3C2CC2)CC1,-2.0920514783877278
304,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,C1CCOC1,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C4=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21)C(N)(=O)~O1CCCC1~O4.Cl.Cl.O,-2.982549270489464
305,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)CO,CC(C)C1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-3.099086932262331
306,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCC(=O)O,CCC1(=O)~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-3.5016894462103996
307,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCCCCO,CCCCC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-2.472756883611911
308,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,C1CCCCC1,CCO1~C2(~C1(=O)C1=C[C@]3(CC)CCCN4CCc5c(n1c1ccccc51)[C@@H]43)CCCCC2,-2.8765076985773486
309,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCC(C)=O,CCO1~C(C)(CC)=O~C1(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,-2.278692369747579
310,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,COC(C)=O,CCO1~C(C)(=O)O(C)~C1(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,-2.5809534228958406
311,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCCCO,CCCCC1~O(CC)C(=O)(N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)~O1,-1.648783654660658
312,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)(C)O,CCOC1(=O)~OC(C)(C)(C)~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@@H]1C,-2.773915884024176
313,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)CO,CCOC1(=O)~OC(C(C)C)~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@@H]1C,-2.7090754406172457
314,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCCCC,CCCC1~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@H](C)C(=O)(OCC)~CCC1,-3.095068172604347
315,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)CO,CCO1~C(C(C)C)O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-1.996970529446382
316,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCC(C)=O,CCO1~C(C)(CC)=O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-3.657577319177794
317,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCC(C)O,CCO1~C(C)(CC)O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-2.3809066693732572
318,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCCCCO,CCCCC1~O(CC)C(=O)([C@@H](N)CCc2ccccc2)~O1.Cl,-1.7931741239681502
319,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,COC(C)=O,CCO1~C(C)(=O)O(C)~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-4.3979400086720375
320,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,ClCCl,CCO1~C(Cl)Cl~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-1.763462738511306
321,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)CO,CCO1~C(C(C)C)O~C1(=O)[C@@H]1CSCN1.Cl,-2.814174640387038
322,CCOC(=O)[C@@H]1CSCN1.Cl,CCC(C)=O,CCO1~C(C)(CC)=O~C1(=O)[C@@H]1CSCN1.Cl,-4.3872161432802645
323,CCOC(=O)[C@@H]1CSCN1.Cl,CCC(C)O,CCO1~C(C)(CC)O~C1(=O)[C@@H]1CSCN1.Cl,-3.115771230367396
324,CCOC(=O)[C@@H]1CSCN1.Cl,COC(C)=O,CCO1~C(C)(=O)O(C)~C1(=O)[C@@H]1CSCN1.Cl,-4.42021640338319
325,CCOC(=O)[C@@H]1CSCN1.Cl,ClCCl,CCO1~C(Cl)Cl~C1(=O)[C@@H]1CSCN1.Cl,-2.1953154850930594
326,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCCCCCCCO,CCCCCCCC(~OC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)OCC)O~C(=O)(O)/C=C\C(=O)O,-3.507938395487401
327,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CCCCCCCCO,CCCCCCCC1~OC(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)(OCC)~O1,-2.6671577330056486
328,CCOC(=O)c1ccc(N)cc1,CC(C)CCO,CCO1~C(CC(C)C)O~C1(=O)c1ccc(N)cc1,-1.4749551929631548
329,CCOC(=O)c1ccc(N)cc1,CC(C)CO,CCO1~C(C(C)C)O~C1(=O)c1ccc(N)cc1,-1.5512936800949202
330,CCOc1ccc(NC(C)=O)cc1,C1CCOC1,CCO1~C2CCCO2~C(C)(=O)Nc2ccc1cc2,-1.7251496799833352
331,CCOc1ccc(NC(C)=O)cc1,CCCCCO,CCCCC1~O(CC)c2ccc(cc2)NC(C)(=O)~O1,-1.9425621317870607
332,CCOc1ccccc1C(N)=O,CC(C)CO,CCO1~C(C(C)C)O~C(N)(=O)c2ccccc21,-2.0883098412461387
333,CCOc1ccccc1C(N)=O,CCC(C)=O,CCO1~C(C)(CC)=O~C(N)(=O)c2ccccc21,-1.908122100370587
334,CCOc1ccccc1C(N)=O,CCC(C)O,CCO1~C(C)(CC)O~C(N)(=O)c2ccccc21,-2.1338899601556234
335,CCOc1ccccc1C(N)=O,CCCCCO,CCCCC1~O(CC)c2ccccc2C(N)(=O)~O1,-2.066310291042105
336,CCOc1ccccc1C(N)=O,CCCCOC(C)=O,CCCCO1~C(N)(=O)c2ccccc2O(CC)~C1(C)=O,-2.2967946293045136
337,CCOc1ccccc1C(N)=O,CCCOC(C)=O,CCCO1~C(N)(=O)c2ccccc2O(CC)~C1(C)=O,-2.246800085800584
338,CCOc1ccccc1C(N)=O,CCOC=O,CCO1~C(=O)O(CC)~C(N)(=O)c2ccccc21,-2.0744816418225698
339,CCOc1ccccc1C(N)=O,COC(C)=O,CCO1~C(C)(=O)O(C)~C(N)(=O)c2ccccc21,-2.1267375405612734
340,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCC(C)=O,CCO1~C(C)(CC)=O~C(=O)(OC2CCCCC2)OC(C)OC(=O)c2cccc3nc1n(Cc1ccc(-c4ccccc4-c4nnn[nH]4)cc1)c23,-2.2403321553103694
